title,product_type,variants,description,product link
Football Dribble,Backpack,Orange - ₹1499.00,"Durable polyester football backpack with padded laptop compartment, adjustable straps, and rain cover. 6-month warranty.",https://tinyurl.com/22fkbk83
Geometry,Backpack,Grey - ₹899.00,"Durable, 35L grey backpack with 1000D polyester, laptop compartment, & multiple pockets.",https://tinyurl.com/23oqz9he
Goa,Hardside Luggage,Teal / Medium - ₹3999.00,"Lightweight (3.4kg) 24"" hard-side luggage (M) for 5-7 day trips.  Unbreakable,  mobile, secure, and organized.",https://tinyurl.com/2a38lxen
Goa,Hardside Luggage,Maroon / Small - ₹3499.00,"Lightweight (2.7kg) 20"" hard-side carry-on.  Unbreakable, durable, and secure with spinner wheels and compartments.",https://tinyurl.com/2bjwmn5v
Football Dribble,Backpack,Navy Blue - ₹1499.00,"Durable polyester football backpack with padded laptop compartment, adjustable straps, and rain cover.  6-month warranty.",https://tinyurl.com/2d99letg
Football Strike,Backpack,Black - ₹1499.00,"Durable polyester football backpack with padded straps, ball pocket, laptop compartment, and organized interior.",https://tinyurl.com/2xnabux5
Football Strike,Backpack,Sky Blue - ₹1499.00,"Durable polyester football backpack with padded straps, ball pocket, laptop compartment, and organized compartments.",https://tinyurl.com/29l8g7qo
Goa,Hardside Luggage,Maroon / Large - ₹4599.00,"Lightweight (4.3kg) large hard-side luggage (28"") for extended trips.  Durable, unbreakable, and secure with spinner wheels.",https://tinyurl.com/23ju4kq9
Geography,Backpack,Blue - ₹1699.00,"Durable polyester backpack (31L) with laptop compartment, padded straps, and rain cover.  12-month warranty.",https://tinyurl.com/297hqxd7
Football Strike,Backpack,Navy Blue - ₹1499.00,"Durable polyester football backpack with padded straps, ball pocket, laptop compartment, and organized interior.",https://tinyurl.com/2bkdrz8e
Geometry,Backpack,Blue - ₹899.00,"Durable 35L grey backpack with multiple compartments, laptop sleeve, and secret pocket.  6-month warranty.",https://tinyurl.com/28xm3td4
Geography,Backpack,Yellow - ₹1699.00,"Durable polyester backpack (31L) with laptop compartment, padded straps, and rain cover.  12-month warranty.",https://tinyurl.com/2atdjuy9
Geometry,Backpack,Black - ₹899.00,"Durable 35L grey backpack with 1000D polyester, laptop compartment, & multiple pockets.",https://tinyurl.com/25j2fv7w
Geography,Backpack,Green - ₹1699.00,"Durable polyester backpack (31L) with laptop compartment, padded straps, and rain cover.  12-month warranty.",https://tinyurl.com/27zlw3p5
Goa,Hardside Luggage,Pink / Medium - ₹3999.00,"Lightweight (3.4kg) hard-side 24"" check-in luggage (5-7 days).  Unbreakable,  mobile, secure, and organized.",https://tinyurl.com/266lhps8
Goa,Hardside Luggage,Teal / Small - ₹3499.00,"Lightweight (2.7kg) 20"" hard-side carry-on.  Unbreakable, durable, and secure with spinner wheels and multiple compartments.",https://tinyurl.com/255bpnrf
Goa,Hardside Luggage,Teal / Large - ₹4599.00,"Lightweight (4.3kg) large hard-side luggage (28"") for extended trips.  Durable, unbreakable, and secure with spinner wheels.",https://tinyurl.com/282cn9n2
Goa,Luggage Set,Teal / Small-Medium - ₹7498.00,"Lightweight (6.2kg) 2-piece hard-side luggage set (55cm/65cm) with spinner wheels, number locks, and lifetime warranty.",https://tinyurl.com/29x89z3w
Goa,Hardside Luggage,Peach / Large - ₹4599.00,"Lightweight (4.3kg) large hard-side luggage (28"") for extended trips.  Durable, unbreakable, and secure with spinner wheels.",https://tinyurl.com/28qcuuu7
Goa,Hardside Luggage,Maroon / Medium - ₹3999.00,"Lightweight (3.4kg) hard-side 24"" check-in luggage (5-7 days).  Unbreakable,  mobile, secure, and organized.",https://tinyurl.com/2aa3wklf
Goa,Hardside Luggage,Cyan Green / Large - ₹4599.00,"Lightweight (4.3kg) large hard-side luggage (28"") for extended trips.  Durable, unbreakable, and secure with spinner wheels and multiple compartments.",https://tinyurl.com/23fkm4ye
Goa,Luggage Set,Maroon / Small-Medium-Large - ₹12097.00,"Lightweight (10.5kg) 3-piece hard-side luggage set (55, 65, 75cm) with unbreakable shell, spinner wheels, and security locks.",https://tinyurl.com/2d5eaq74
Goa,Luggage Set,Maroon / Small-Medium - ₹7498.00,"Lightweight (6.2kg) 2-piece hard-side luggage set (55cm/65cm) with spinner wheels, number locks, and lifetime warranty.",https://tinyurl.com/2berug94
Goa,Luggage Set,Maroon / Medium-Large - ₹8598.00,"Lightweight (7.8kg) 2-piece hard-side luggage set (65cm/75cm) with unbreakable shell, matching accessories, & lifetime warranty.",https://tinyurl.com/2akdhyf3
Goa,Hardside Luggage,Pink / Small - ₹3499.00,"Lightweight (2.7kg) 20"" hard-side carry-on.  Unbreakable, durable, and secure with spinner wheels and multiple compartments.",https://tinyurl.com/22yfghp3
Goa,Hardside Luggage,Pink / Large - ₹4599.00,"Lightweight (4.3kg) large hard-side luggage (28"") for extended trips.  Durable, unbreakable, and secure with spinner wheels.",https://tinyurl.com/2af8orz9
Goa,Hardside Luggage,Purple / Large - ₹4599.00,"Lightweight (4.3kg) large hard-side luggage (28"") for extended trips.  Durable, unbreakable, and secure with spinner wheels.",https://tinyurl.com/24bplw5d
Goa,Hardside Luggage,Peach / Small - ₹3499.00,"Lightweight (2.7kg) 20"" hard-side carry-on, unbreakable, with spinner wheels, multiple compartments, and security lock.",https://tinyurl.com/2dj5yxkl
Goa,Luggage Set,Peach / Medium-Large - ₹8598.00,"Lightweight (7.8kg) 2-piece hard-side luggage set (65/75cm) with unbreakable shell, matching accessories, and lifetime warranty.",https://tinyurl.com/26qc9uaz
Goa,Hardside Luggage,Peach / Medium - ₹3999.00,"Lightweight (3.4kg) 24"" hard-side luggage (M) for 5-7 day trips.  Unbreakable,  mobile, secure, and organized.",https://tinyurl.com/26ulpe2d
Goa,Hardside Luggage,Cyan Green / Small - ₹3499.00,"Lightweight (2.7kg) 20"" hard-side cabin luggage for weekend trips.  Durable, unbreakable shell, spinner wheels, and multiple compartments.",https://tinyurl.com/28m3fe5c
Goa,Luggage Set,Purple / Medium-Large - ₹8598.00,"Lightweight (7.8kg) 2-piece hard-side luggage set (65/75cm) with unbreakable shell, matching accessories, & lifetime warranty.",https://tinyurl.com/2bdwkq45
Goa,Luggage Set,Cyan Green / Small-Medium-Large - ₹12097.00,"Lightweight (10.5kg) 3-piece hard-side luggage set with unbreakable polypropylene shell, matching accessories, and secure number locks.",https://tinyurl.com/25mglors
Goa,Luggage Set,Peach / Small-Medium-Large - ₹12097.00,"Lightweight (10.5kg) 3-piece hard-shell luggage set (55, 65, 75cm) with unbreakable polypropylene, spinner wheels, and security locks.",https://tinyurl.com/22myzccc
Goa,Hardside Luggage,Cyan Green / Medium - ₹3999.00,"Lightweight (3.4kg) 24"" hard-side luggage (M) for 5-7 day trips.  Unbreakable,  mobile, secure, and organized.",https://tinyurl.com/28g3dh3j
Goa,Hardside Luggage,Yellow / Small - ₹3499.00,"Lightweight (2.7kg) 20"" hard-side carry-on.  Unbreakable, durable, and secure with spinner wheels and multiple compartments.",https://tinyurl.com/2cr9gm8h
Goa,Hardside Luggage,Grey / Medium - ₹3999.00,"Lightweight (3.4kg) 24"" hard-side luggage (M) for 5-7 day trips.  Unbreakable,  mobile, secure, and organized.",https://tinyurl.com/2ylk3xgz
Goa,Hardside Luggage,Yellow / Medium - ₹3999.00,"Lightweight (3.4kg) 24"" hard-side luggage (M) for 5-7 day trips.  Unbreakable,  mobile, secure, and organized.",https://tinyurl.com/2cke52yp
Goa,Hardside Luggage,Yellow / Large - ₹4599.00,"Lightweight (4.3kg) large hard-side luggage (28"") for extended trips.  Durable, unbreakable, and secure with spinner wheels.",https://tinyurl.com/23ytvtku
Goa,Hardside Luggage,Cream / Small - ₹3499.00,"Lightweight (2.7kg) 20"" hard-side cabin luggage for weekend trips.  Durable, unbreakable shell, spinner wheels, and multiple compartments.",https://tinyurl.com/28phl7p8
Goa,Hardside Luggage,Purple / Small - ₹3499.00,"Lightweight (2.7kg) 20"" hard-side carry-on luggage.  Durable, unbreakable shell,  silent spinner wheels,  multiple compartments,  number lock.",https://tinyurl.com/2avzb5dn
Goa,Hardside Luggage,Purple / Medium - ₹3999.00,"Lightweight (3.4kg) hard-side 24"" check-in luggage (5-7 days).  Unbreakable,  mobile, secure, and organized.",https://tinyurl.com/22964s3r
Goa,Luggage Set,Purple / Small-Medium-Large - ₹12097.00,"Lightweight (10.5kg) 3-piece hard-side luggage set (55, 65, 75cm) with unbreakable shell, matching accessories, and security locks.",https://tinyurl.com/2bj4dxxw
Goa,Luggage Set,Green / Small-Medium-Large - ₹12097.00,"Lightweight (10.5kg) 3-piece hard-shell luggage set (55, 65, 75cm) with unbreakable polypropylene, spinner wheels, and security locks.",https://tinyurl.com/24zlxjc5
Goa,Luggage Set,Purple / Small-Medium - ₹7498.00,"Lightweight (6.2kg) 2-piece hard-side luggage set (55cm/65cm) with spinner wheels, number locks, and lifetime warranty.",https://tinyurl.com/238pagrm
Goa,Hardside Luggage,Grey / Small - ₹3499.00,"Lightweight (2.7kg) 20"" hard-side carry-on.  Unbreakable,  multi-compartment,  secure,  and mobile.",https://tinyurl.com/23hb8hbc
Havelock,Hardside Luggage,Yellow & Orange / Small - ₹4299.00,"Lightweight, hard-shell cabin luggage (15kg) with TSA lock, anti-theft zippers, and organized interior; 3-year warranty.",https://tinyurl.com/2xm3ztdq
Havelock,Hardside Luggage,Yellow & Orange / Medium - ₹5299.00,"Durable, lightweight hard-side luggage (20kg) with TSA lock, anti-theft zippers, and organized interior. 3-year shell warranty.",https://tinyurl.com/2bxbj3bo
Goa,Hardside Luggage,Grey / Large - ₹4599.00,"Lightweight (4.3kg) hard-side 28"" luggage.  Durable, unbreakable shell.  Matching accessories, spinner wheels, & lock.  Spacious interior.",https://tinyurl.com/2a5rh3tk
Goa,Luggage Set,Grey / Small-Medium-Large - ₹12097.00,"Lightweight (10.5kg) 3-piece hard-shell luggage set (55, 65, 75cm) with unbreakable polypropylene, spinner wheels, and security locks.",https://tinyurl.com/2dgj4u5o
Goa,Luggage Set,Grey / Small-Medium - ₹7498.00,"Lightweight (6.2kg) 2-piece hard-side luggage set (55cm/65cm) with spinner wheels, locks, and lifetime warranty.",https://tinyurl.com/28bqvxbo
Goa,Luggage Set,Grey / Medium-Large - ₹8598.00,"Lightweight (7.8kg) 2-piece hard-side luggage set (65/75cm) with unbreakable shell, matching accessories, and lifetime warranty.",https://tinyurl.com/22hp2skh
Goa,Hardside Luggage,Green / Small - ₹3499.00,"Lightweight (2.7kg) 20"" hard-side carry-on.  Unbreakable, durable, and secure with spinner wheels and multiple compartments.",https://tinyurl.com/27c7pbkt
Goa,Hardside Luggage,Green / Medium - ₹3999.00,"Lightweight (3.4kg) 24"" hard-side luggage (M) for 5-7 day trips.  Unbreakable,  mobile, secure, and organized.",https://tinyurl.com/278qjzyx
Goa,Hardside Luggage,Green / Large - ₹4599.00,"Lightweight (4.3kg) hard-side 28"" luggage, durable, secure, and mobile with spinner wheels.",https://tinyurl.com/27tclcl9
Goa,Luggage Set,Green / Medium-Large - ₹8598.00,"Lightweight (7.8kg) 2-piece hard-side luggage set (65/75cm) with unbreakable shell, matching accessories, & lifetime warranty.",https://tinyurl.com/29p3qtg3
Gravity,Laptop Roller Case,Black - ₹3299.00,"Premium polyester overnight roller case, 3 compartments, laptop sleeve (15.6""),  wheels,  for on-the-go professionals.",https://tinyurl.com/29er9fmf
Greenwich,Fanny Bag,Red - ₹2499.00,"Stylish, adjustable, water-resistant fanny pack with two compartments for secure storage.  6-month warranty.",https://tinyurl.com/28umdem2
Havelock,Hardside Luggage,Green & Yellow / Medium - ₹5299.00,"Durable, lightweight hard-side luggage (20kg) with TSA lock, anti-theft zippers, and organized interior. 3-year shell warranty.",https://tinyurl.com/2xkcwg3s
Havelock,Luggage Sets,Green & Yellow / Small-Medium - ₹9598.00,"Lightweight 2-piece hard-side luggage set (15/20kg) with TSA lock, anti-theft zippers, and organized interior. 3-year shell warranty.",https://tinyurl.com/23ws6mmu
Greenwich,Fanny Bag,Yellow - ₹2499.00,"Stylish, adjustable, water-resistant fanny pack with two compartments for travel, shopping, or hiking.",https://tinyurl.com/27mh9peh
Greenwich,Fanny Bag,Green - ₹2499.00,"Stylish, adjustable, water-resistant fanny pack with two compartments for travel, shopping, or hiking.",https://tinyurl.com/2cpzu8vj
Havelock,Hardside Luggage,Yellow & Orange / Large - ₹6299.00,"Large, lightweight hard-side luggage (25kg) with TSA lock, anti-theft zippers, organized interior, and 3-year warranty.",https://tinyurl.com/2439cg9q
Havelock,Luggage Sets,Green & Yellow / Small-Medium-Large - ₹15897.00,"Lightweight, hard-shell 3-piece luggage set (15-25kg) with TSA lock, anti-theft zippers, and organized interior.",https://tinyurl.com/24r9k4gv
Havelock,Hardside Luggage,Yellow & Blue / Medium - ₹5299.00,"Durable, lightweight hard-side luggage (20kg) with TSA lock, anti-theft zippers, and organized interior. 3-year shell warranty.",https://tinyurl.com/2d4lmkn8
Havelock,Luggage Sets,Yellow & Orange / Small-Medium - ₹9598.00,"Lightweight 2-piece hard-side luggage set (15/20kg) with TSA lock, anti-theft zippers, & organized interior. 3-year shell warranty.",https://tinyurl.com/26nxplbp
Havelock,Luggage Sets,Yellow & Orange / Medium-Large - ₹11598.00,"Lightweight, durable 2-piece luggage set (20/25kg) with TSA lock, anti-theft zippers, and organized interior. 3-year shell warranty.",https://tinyurl.com/24hx2nna
Havelock,Luggage Sets,Yellow & Orange / Small-Medium-Large - ₹15897.00,"Lightweight, hard-shell 3-piece luggage set (15-25kg) with TSA lock, anti-theft zippers, and organized interior.",https://tinyurl.com/246nz9tm
Havelock,Hardside Luggage,Cream & Brown / Small - ₹4299.00,"Lightweight, hard-shell cabin luggage (15kg) with TSA lock, anti-theft zippers, and organized interior; 3-year shell warranty.",https://tinyurl.com/23c94s2l
Havelock,Hardside Luggage,Cream & Brown / Medium - ₹5299.00,"Durable, lightweight hard-side luggage (20kg) with TSA lock, anti-theft zippers, and organized interior. 3-year shell warranty.",https://tinyurl.com/26s5hs8j
Havelock,Hardside Luggage,Green & Yellow / Small - ₹4299.00,"Lightweight, hard-shell cabin luggage (15kg) with TSA lock, anti-theft zippers, and organized interior; 3-year shell warranty.",https://tinyurl.com/2ylmoz4l
Havelock,Hardside Luggage,Green & Yellow / Large - ₹6299.00,"Large, lightweight, hard-shell luggage (25kg).  TSA lock, anti-theft zippers, organized interior, 3-year warranty.",https://tinyurl.com/2albf985
Havelock,Luggage Sets,Pink & Grey / Small-Medium - ₹9598.00,"Lightweight, durable 2-piece luggage set (cabin & check-in) with TSA lock, anti-theft zippers, and organized interior.",https://tinyurl.com/2ctvyabh
Havelock,Hardside Luggage,Yellow & Blue / Small - ₹4299.00,"Lightweight, hard-shell cabin luggage (15kg) with TSA lock, anti-theft zippers, and organized interior; 3-year shell warranty.",https://tinyurl.com/27rongwe
Havelock,Hardside Luggage,Yellow & Blue / Large - ₹6299.00,"Large, lightweight hard-side luggage (25kg) with TSA lock, anti-theft zippers, organized interior, and 3-year warranty.",https://tinyurl.com/2dzccs3p
Havelock,Luggage Sets,Green & Yellow / Medium-Large - ₹11598.00,"Lightweight, durable 2-piece luggage set (20/25kg) with TSA lock, anti-theft zippers, organized interior, and 3-year warranty.",https://tinyurl.com/278t82m3
Havelock,Luggage Sets,Yellow & Blue / Small-Medium - ₹9598.00,"Lightweight, durable 2-piece luggage set (cabin & check-in) with TSA lock, anti-theft zippers, and organized interior.",https://tinyurl.com/2dlqzlnl
Havelock,Luggage Sets,Yellow & Blue / Medium-Large - ₹11598.00,"Lightweight, durable 2-piece luggage set (20/25kg) with TSA lock, anti-theft zippers, and organized interior. 3-year shell warranty.",https://tinyurl.com/233n6rzv
Havelock,Luggage Sets,Yellow & Blue / Small-Medium-Large - ₹15897.00,"Lightweight, hard-shell 3-piece luggage set (15-25kg) with TSA lock, anti-theft zippers, and organized interior.",https://tinyurl.com/27xaa25d
Havelock,Hardside Luggage,Cream & Brown / Large - ₹6299.00,"Large, lightweight, hard-shell luggage (25kg).  TSA lock, anti-theft zippers, organized interior, 3-year warranty.",https://tinyurl.com/2a3b9z2q
Havelock,Hardside Luggage,Pink & Grey / Small - ₹4299.00,"Lightweight, hard-shell cabin luggage (15kg) with TSA lock, anti-theft zippers, and organized interior; 3-year shell warranty.",https://tinyurl.com/2yj3semo
Havelock,Luggage Sets,Blue & Light Blue / Small-Medium - ₹9598.00,"Lightweight, durable 2-piece luggage set (cabin & check-in) with TSA lock, anti-theft zippers, and organized interior.",https://tinyurl.com/2yyvwdmb
Havelock,Luggage Sets,Cream & Brown / Medium-Large - ₹11598.00,"Lightweight, durable 2-piece luggage set (20/25kg) with TSA lock, anti-theft zippers, and organized interior. 3-year shell warranty.",https://tinyurl.com/23esxvhz
